SRERX,SRERY,ERWRX,ERWRY,WRHRX,WRHRY,SLELX,SLELY,ELWLX,ELWLY,WLHLX,WLHLY,HRHLX,HRHLY,SSSRER,SRERWR,ERWRHR,SSSLEL,SLELWL,ELWLHL,DisHRHL,tanganKiri,tanganKanan,stringnamagerakan
0.144166667,-0.174722222,-0.134722222,-0.082222222,-0.068055556,-0.020555556,-0.14429784,-0.165416667,0.087214506,-0.091905864,0.092854938,-0.017121914,-0.234783951,-0.006944444,2.51393321,1.469339075,2.967870226,-2.601707563,-1.712907976,-2.579143507,0.234939725,Perut,Perut,Ada
0.144000129,-0.184857039,-0.154270619,-0.062007888,-0.051441401,-0.020571416,-0.143722452,-0.174572081,0.08120927,-0.065626471,0.066522265,-0.010846545,-0.253699679,0.006105753,2.499093393,1.328018259,-3.053595078,-2.575712523,-1.605516093,-2.698159134,0.253821777,Perut,Perut,Ada
0.134000004,-0.183190473,-0.154285295,-0.061722441,-0.051428928,-0.020571428,-0.132881179,-0.174849224,0.077811369,-0.07154518,0.067125618,-0.000856848,-0.248991658,0.009891826,2.434343653,1.35738675,-3.226414739,-2.498089493,-1.714557063,-2.477799455,0.249195465,Perut,Perut,Ada
0.143992284,-0.184971598,-0.142009479,-0.071884045,-0.062732584,-0.010440256,-0.133991421,-0.184857137,0.072120225,-0.068187921,0.055453029,-0.003820106,-0.264536259,0.000146521,2.434221423,1.417645942,2.900548003,-2.453131838,-1.748285209,-2.521570235,0.264539583,Perut,Perut,Ada
0.133999786,-0.1851381,-0.133111374,-0.071996779,-0.066187016,-0.000290007,-0.133721984,-0.18513492,0.07200334,-0.071894109,0.054595917,-0.000106114,-0.270681563,-0.00999593,2.388253623,1.481476133,2.725377639,-2.449771868,-1.779272928,-2.426238108,0.270871596,Perut,Perut,Ada
0.143714506,-0.175142853,-0.141051783,-0.071984565,-0.06126249,-0.012245594,-0.171214292,-0.195142851,0.108111114,-0.043944363,0.083097682,-0.008055637,-0.240548365,0.001944448,2.523421184,1.397214911,2.942912082,-2.60601192,-1.276963827,-2.760856385,0.240623845,Perut,Perut,Ada
0.138436514,-0.174031746,-0.139195883,-0.062555127,-0.040312847,-0.005340155,-0.114755953,-0.184865079,0.058558642,-0.060665121,0.04841938,0.004498455,-0.295570788,-0.009390432,2.509660244,1.359471149,2.759077487,-2.424256474,-1.882189269,-2.301427788,0.295780578,Perut,Perut,Ada
0.154273485,-0.174856506,-0.151496293,-0.071992712,-0.063919994,-0.020559676,-0.124208917,-0.174864865,0.069211851,-0.071991254,0.050315138,3.47E-06,-0.268005842,0.010270532,2.562306907,1.328677792,3.095758977,-2.494985621,-1.80974045,-2.402094605,0.268203185,Perut,Perut,Ada
0.154285375,-0.174857125,-0.150319341,-0.071999798,-0.060108889,-0.020571102,-0.123450248,-0.184857357,0.071922551,-0.061999757,0.041397643,9.64E-08,-0.273000162,0.010285293,2.562346432,1.331859802,3.111994038,-2.47308275,-1.741690563,-2.499691232,0.273193928,Perut,Perut,Ada
0.153174594,-0.165968253,-0.144175537,-0.078388883,-0.051669691,-0.021404753,-0.134818062,-0.160134927,0.084775626,-0.077277771,0.050594379,-0.009444442,-0.282583338,0.008619036,2.584014922,1.360912051,2.248811029,-2.579289547,-1.658465307,-2.655249829,0.282740786,Perut,Perut,Ada
0.1,-0.206944444,-0.191111111,0.036944444,-0.058888889,0.019722222,-0.066388889,-0.211666667,0.174444444,-0.058333333,0.055555556,-0.013888889,0,-0.133611111,2.308870234,0.929413479,2.834219096,-2.139863875,-1.589845073,-0.625259992,0.133611111,Perut,Dada,Botol
0.092777778,-0.194359568,-0.184197531,0.049637346,-0.062746914,0.02054784,-0.061844136,-0.21587963,0.108179012,-0.107731481,0.052376543,-0.034274691,-0.065833333,-0.23371142,2.402011025,0.88592019,2.470630902,-2.211421517,-2.138878052,-2.77348092,0.243977331,Perut,Dada,Botol
0.09317344,-0.225983302,-0.233838115,0.020593856,-0.013620947,0.021682521,-0.05615883,-0.215999907,0.080716188,-0.129396398,0.043219426,-0.034926138,-0.10238876,-0.206615518,2.224671645,1.1221078,2.145915358,-2.122894255,-2.395966663,-2.88715509,0.230645689,Perut,Dada,Botol
0.102588151,-0.205721758,-0.186495503,0.030572052,-0.06037836,0.020602292,-0.061559968,-0.215999997,0.082242116,-0.121094344,0.08120054,-0.01347017,-0.082844132,-0.20573932,2.265882647,0.972012461,3.044599537,-2.110946704,-2.3316466,-2.403707015,0.221813417,Perut,Dada,Botol
0.092579158,-0.195436514,-0.175167049,0.029244269,-0.061157699,0.02231528,-0.056444105,-0.216,0.088003273,-0.12342677,0.052485494,-0.030257307,-0.101344787,-0.225814614,2.275639768,0.98812607,3.04418418,-2.065806508,-2.332160137,-2.792756209,0.247550831,Perut,Dada,Botol
0.092571643,-0.202095459,-0.193476862,-0.011687659,-0.062532158,-0.000213464,-0.071567892,-0.216,0.083833424,-0.115928521,0.055346819,-0.036396036,-0.098092911,-0.164328184,2.24024594,1.234677983,2.648584903,-2.186627015,-2.262246222,-2.853900147,0.191814907,Perut,Perut,Botol
0.099253528,-0.212879703,-0.217780461,-0.003959636,-0.035835287,0.031705082,-0.051521272,-0.215969136,0.082286909,-0.126424328,0.0728282,-0.008415429,-0.071179084,-0.17596013,2.20243358,1.168894624,-0.581421498,-2.038106982,-2.396561073,-2.332118781,0.189866623,Perut,Dada,Botol
0.092757042,-0.215913325,-0.186049457,0.031834455,-0.060995425,0.018936252,-0.063375591,-0.219332476,0.085619081,-0.119900676,0.04646745,-0.034400429,-0.106143863,-0.209054448,2.310250575,1.022818439,1.787966787,-2.133789096,-2.304489755,-2.912277534,0.234566745,Perut,Dada,Botol
0.088127127,-0.198060118,-0.194333371,0.019877959,-0.058866509,0.013556278,-0.061715568,-0.19739146,0.082149397,-0.123703627,0.051579064,-0.039787346,-0.09205721,-0.204644332,2.314504629,1.078766114,3.067111568,-2.212828133,-2.317302825,-2.893648619,0.224672687,Perut,Dada,Botol
0.093559087,-0.201890559,-0.199287038,0.014718832,-0.058857403,0.020376563,-0.061714321,-0.214927541,0.083393039,-0.123436212,0.042266085,-0.038327426,-0.1006127,-0.212906787,2.398216071,1.090295859,2.963010913,-2.185063664,-2.332880832,-2.981987069,0.235568041,Perut,Dada,Botol
0.095376641,-0.200052516,-0.198313529,0.014853301,-0.061634928,0.020566016,-0.061714287,-0.209859098,0.095372029,-0.12509545,0.05339628,-0.040509095,-0.077517019,-0.217025189,2.360751321,1.081751411,2.976440647,-2.168449225,-2.269779759,-2.951988324,0.230941111,Perut,Dada,Botol
